path,status,notes
resources\views\home\index.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Observers\ClassifiedAdObserver.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\SecurityTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\RepairProjectViewTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\OrderClaimTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\NotificationsViewTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\NotificationInboxTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\NewOrderTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\DeliveryOrderFlowTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\ClientContextTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\BillingTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Account\AccountHttpTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\Shop.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\ClassifiedAdFavorite.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\ClassifiedAdBump.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\ClassifiedAd.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\AdPayment.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\AdMessage.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\AdImport.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\AdImage.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\AdFeature.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Models\AdCategory.php,PENDING_REVIEW,queued for manual review
tests\e2e\delivery-submit.spec.js,PENDING_REVIEW,queued for manual review
tests\e2e\delivery-submit.mjs,PENDING_REVIEW,queued for manual review
tests\e2e\delivery-submit-negative.spec.js,PENDING_REVIEW,queued for manual review
tests\e2e\delivery-discover.mjs,PENDING_REVIEW,queued for manual review
tests\CreatesApplication.php,PENDING_REVIEW,queued for manual review
app\helpers.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\sla-metrics.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\roadside-source-breakdown.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\roadside-public-requests-widget.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\payment-status.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Http\Livewire\UserAdsTable.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\ops\recent-reassignments-widget.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\ops\executor-availability-widget.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\logistics-placeholder.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\homepage-manager.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\api-endpoints.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\widgets\agency-agents-overview.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Http\Controllers\AccountClassifiedsController.php,PENDING_REVIEW,queued for manual review
resources\views\filament\security\two-factor-setup.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\security\audit-logs.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\security\api-keys.blade.php,PENDING_REVIEW,queued for manual review
resources\views\filament\security\admin-ip-rules.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Controllers\SitemapController.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Controllers\ClassifiedMapController.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Controllers\ClassifiedAdController.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Controllers\AIGenerationController.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Controllers\AdPromotionController.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Controllers\AdIntegrationController.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Controllers\AdAlertController.php,PENDING_REVIEW,queued for manual review
app\Modules\BikubeAssistant\BikubeAssistantService.php,PENDING_REVIEW,queued for manual review
app\Modules\BikubeAssistant\AssistantController.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\VirtualOfficeStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\TravelTimesTableWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\TrafficStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\TrafficIncidentsTableWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\TodayVisitsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\TasksQueueWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SocialCareVisitsChartWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SocialCareServicesChartWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SocialCareKpiWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SocialCareHelpersTableWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SocialCareEmergencyWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SocialCareClientsTableWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SlotUtilization.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SlotsHeatmapWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SLARiskWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SlaMetricsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\SlaBreaches.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\RoadsideStatsOverview.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\RoadsideSourceBreakdown.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\RoadsidePublicRequestsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\RoadsideDashboardWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\RoadsideDashboardStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\QueueHealthWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\PaymentStatus.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\OrderStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\OrdersOverTime.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Services\AgentMonitoringService.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Services\AgentLibraryService.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Services\AgentInitializationService.php.bak_20260331_212411,PENDING_REVIEW,queued for manual review
resources\views\filament\resources\support-ticket-resource\relation-managers\messages-chat.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Services\AgentInitializationService.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Services\AgentEventBusService.php,PENDING_REVIEW,queued for manual review
resources\views\filament\resources\support-ticket-resource\relation-managers\chat-wrapper.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Services\AgentContextService.php,PENDING_REVIEW,queued for manual review
resources\views\filament\resources\support-ticket-resource\relation-managers\chat-relation-manager.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Services\AgentCommunicationService.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\README.md,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\OfficeZone.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\AgentTask.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\AgentModuleAssignment.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\AgentMetric.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\AgentEventLog.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\AgentCommunication.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\AgentActivity.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\Agent.php.bak_20260331_212511,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Models\Agent.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Jobs\ExecuteAgentTaskJob.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Ops\RecentReassignmentsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Ops\OpsSummaryStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Ops\OpenExceptionsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Ops\ExecutorAvailabilityWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Ops\AtRiskJobsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\OpenClaimsStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\MovingTeamMonitor.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\MovingStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\MovingSatisfactionChart.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\LoyaltyStatsOverview.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\KpiOverview.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\HomepageManager.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\HandymanQualityOverviewWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\ClientsUnderCareWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\ClassifiedsOverviewWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\ApiEndpointsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Analytics\RevenueChartWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Analytics\OrdersChartWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Analytics\OrdersByStatusWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\Analytics\AnalyticsStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\AgencyAgentsOverviewWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\AdsByCategoryChart.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\ActiveHelpersWidget.php,PENDING_REVIEW,queued for manual review
app\Filament\Widgets\ActiveCouriersWidget.php,PENDING_REVIEW,queued for manual review
resources\views\filament\resources\repair-project-resource\pages\project-dashboard.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Http\Controllers\AgentController.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Console\MonitorAgentsCommand.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\Console\InitializeAgentsCommand.php,PENDING_REVIEW,queued for manual review
app\Modules\AgencyAgents\AgencyAgentsServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkWarrantyResource.php,PENDING_REVIEW,queued for manual review
resources\views\filament\resources\loyalty-balance-resource\pages\manage-loyalty-points.blade.php,PENDING_REVIEW,queued for manual review
app\Models\WorkWarranty.php,PENDING_REVIEW,queued for manual review
app\Models\WorkSpecReview.php,PENDING_REVIEW,queued for manual review
app\Models\WorkSpecification.php,PENDING_REVIEW,queued for manual review
app\Models\WorkerStatus.php,PENDING_REVIEW,queued for manual review
app\Models\WebhookSubscription.php,PENDING_REVIEW,queued for manual review
app\Models\WebhookLog.php,PENDING_REVIEW,queued for manual review
app\Models\WeatherData.php,PENDING_REVIEW,queued for manual review
app\Models\VisitReport.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkWarrantyResource\Pages\ListWorkWarranties.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkWarrantyResource\Pages\EditWorkWarranty.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkWarrantyResource\Pages\CreateWorkWarranty.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\WorkSpecificationResource.php,PENDING_REVIEW,queued for manual review
resources\views\filament\resources\api-key-resource\show-api-key.blade.php,PENDING_REVIEW,queued for manual review
app\Models\VirtualOffice\Task.php,PENDING_REVIEW,queued for manual review
app\Models\VirtualOffice\OfficeZone.php,PENDING_REVIEW,queued for manual review
app\Models\VirtualOffice\Message.php,PENDING_REVIEW,queued for manual review
app\Models\VirtualOffice\Category.php,PENDING_REVIEW,queued for manual review
app\Models\VirtualOffice\Agent.php,PENDING_REVIEW,queued for manual review
app\Models\VehicleInspectionRequest.php,PENDING_REVIEW,queued for manual review
app\Models\VehicleInspectionPreset.php,PENDING_REVIEW,queued for manual review
app\Models\Uuids.php,PENDING_REVIEW,queued for manual review
app\Models\UserTwoFactorSetting.php,PENDING_REVIEW,queued for manual review
app\Models\UserSession.php,PENDING_REVIEW,queued for manual review
app\Models\UserDevice.php,PENDING_REVIEW,queued for manual review
app\Models\User.php,PENDING_REVIEW,queued for manual review
